"Date (YYYY-MM-DD)","Start Time (Local)","End Time (Local)","Target/Object Name","Object Type","Catalog #","Exposure Time per Sub (seconds)","Number of Subs / Total Integration Time","Filter Used","Gain / ISO","RA","DEC","TELESCOP","FITS File Path","Notes / Issues"
"2026-03-29","00:48:33","04:06:39","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","492 / 4920","IRCUT","200","57.14166","24.198333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","00:41:09","04:09:04","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","512 / 5120","LP","200","84.054165","22.005278","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","00:37:00","02:01:17","IC 434","Nebula (HII region)","IC 434","10","360 / 3600","LP","200","85.60833","-2.491667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","00:43:09","02:24:09","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","399 / 3990","IRCUT","200","130.487505","19.615556","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","00:47:40","02:49:04","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","495 / 4950","IRCUT","200","149.529165","69.559444","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","00:44:53","03:46:20","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","741 / 7410","IRCUT","200","211.849995","54.267222","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","00:55:57","04:54:59","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","603 / 6030","IRCUT","200","202.75416","47.008333","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","00:48:08","05:07:04","NGC 4438","Galaxy (LINER)","NGC 4438","10","652 / 6520","IRCUT","200","187.27917","12.856111","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","01:03:55","02:04:52","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","256 / 2560","LP","200","92.912505","20.451667","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","02:49:16","Caldwell 21 - NGC 1976","Other","C 21","10","332 / 3320","IRCUT","200","187.39167","43.947778","S30 Pro_eb7128d0","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-04-22","01:30:03","01:34:05","Caldwell 21 - NGC 1976","Other","C 21","10","10 / 100","IRCUT","200","187.39167","43.947778","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","18 files grouped | Gap ≤ 30 min"
"2026-03-26","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","395.5 / 3955","IRCUT","200","149.712495","68.784444","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","361 / 3610","LP","200","84.15834","-5.367222","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","493 / 4930","IRCUT","200","57.14166","24.198333","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","513 / 5130","LP","200","84.054165","22.005278","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","IC 434","Nebula (HII region)","IC 434","10","361 / 3610","LP","200","85.60833","-2.491667","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","400 / 4000","IRCUT","200","130.487505","19.615556","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","496 / 4960","IRCUT","200","149.529165","69.559444","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","742 / 7420","IRCUT","200","211.849995","54.267222","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","604 / 6040","IRCUT","200","202.75416","47.008333","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","NGC 4438","Galaxy (LINER)","NGC 4438","10","653 / 6530","IRCUT","200","187.27917","12.856111","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","257 / 2570","LP","200","92.912505","20.451667","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","Caldwell 21 - NGC 1976","Other","C 21","10","333 / 3330","IRCUT","200","187.39167","43.947778","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-04-23","Messier 13 - Great Hercules Globular Cluster","Star Cluster (Globular cluster)","M 13","30","565 / 16950","IRCUT","200","250.65417","36.4125","S30 Pro","C:/Users/tcgar/Astro/Astrophoto/stacks/M 13_sub/Light_M 13_30.0s_IRCUT_20260422-222324.fit","566 files grouped | Gap ≤ 30 min"
"2026-03-26","Messier 81 - Bode's Galaxy","Galaxy (Seyfert 2)","M 81","10","395.5 / 3955","IRCUT","200","149.712495","68.784444","S30 Pro","D:/Astro/Astrophoto/stacks/M 81_sub/Light_M 81_10.0s_IRCUT_20260325-205912.fit","394 files grouped | Gap ≤ 30 min"
"2026-03-27","Messier 42 - Orion Nebula","Nebula (HII region)","M 42","10","361 / 3610","LP","200","84.15834","-5.367222","S30 Pro","D:/Astro/Astrophoto/stacks/M 42_sub/Light_M 42_10.0s_LP_20260326-204821.fit","361 files grouped | Gap ≤ 30 min"
"2026-03-29","Messier 45 - Pleiades","Star Cluster (Open cluster)","M 45","10","493 / 4930","IRCUT","200","57.14166","24.198333","S30 Pro","D:/Astro/Astrophoto/stacks/M 45_sub/Light_M 45_10.0s_IRCUT_20260328-204852.fit","493 files grouped | Gap ≤ 30 min"
"2026-04-01","Messier 1 - Crab Nebula","Nebula (Supernova remnant)","M 1","10","513 / 5130","LP","200","84.054165","22.005278","S30 Pro","D:/Astro/Astrophoto/stacks/M 1_sub/Light_M 1_10.0s_LP_20260331-204129.fit","513 files grouped | Gap ≤ 30 min"
"2026-04-07","IC 434","Nebula (HII region)","IC 434","10","361 / 3610","LP","200","85.60833","-2.491667","S30 Pro","D:/Astro/Astrophoto/stacks/IC 434_sub/Light_IC 434_10.0s_LP_20260406-203719.fit","361 files grouped | Gap ≤ 30 min"
"2026-04-08","Messier 44 - Beehive Cluster","Star Cluster (Open cluster)","M 44","10","400 / 4000","IRCUT","200","130.487505","19.615556","S30 Pro","D:/Astro/Astrophoto/stacks/M 44_sub/Light_M 44_10.0s_IRCUT_20260407-204328.fit","400 files grouped | Gap ≤ 30 min"
"2026-04-09","Messier 82 - Cigar Galaxy","Galaxy (Active Galactic Nucleus)","M 82","10","496 / 4960","IRCUT","200","149.529165","69.559444","S30 Pro","D:/Astro/Astrophoto/stacks/M 82_sub/Light_M 82_10.0s_IRCUT_20260408-204800.fit","496 files grouped | Gap ≤ 30 min"
"2026-04-15","Messier 101 - Pinwheel Galaxy","Galaxy (Giant spiral galaxy)","M 101","10","742 / 7420","IRCUT","200","211.849995","54.267222","S30 Pro","D:/Astro/Astrophoto/stacks/M 101_sub/Light_M 101_10.0s_IRCUT_20260414-204513.fit","743 files grouped | Gap ≤ 30 min"
"2026-04-18","Messier 51 - Whirlpool Galaxy","Galaxy (Seyfert 2)","M 51","10","604 / 6040","IRCUT","200","202.75416","47.008333","S30 Pro","D:/Astro/Astrophoto/stacks/M 51_sub/Light_M 51_10.0s_IRCUT_20260417-205617.fit","604 files grouped | Gap ≤ 30 min"
"2026-04-20","NGC 4438","Other","NGC 4438","10","653 / 6530","IRCUT","200","187.27917","12.856111","S30 Pro","D:/Astro/Astrophoto/stacks/NGC 4438_sub/Light_NGC 4438_10.0s_IRCUT_20260419-204827.fit","653 files grouped | Gap ≤ 30 min"
"2026-04-21","NGC 2175","Star Cluster (Open cluster)","NGC 2175","10","257 / 2570","LP","200","92.912505","20.451667","S30 Pro","D:/Astro/Astrophoto/stacks/NGC 2175_sub/Light_NGC 2175_10.0s_LP_20260420-210415.fit","257 files grouped | Gap ≤ 30 min"
"2026-04-22","Caldwell 21 - NGC 1976 Orion Nebula","Other","C 21","10","333 / 3330","IRCUT","200","187.39167","43.947778","S30 Pro","D:/Astro/Astrophoto/stacks/C 21_sub/Light_C 21_10.0s_IRCUT_20260421-213023.fit","333 files grouped | Gap ≤ 30 min"
"2026-04-23","Messier 13 - Great Hercules Globular Cluster","Other","M 13","30","565 / 16950","IRCUT","200","250.65417","36.4125","S30 Pro","D:/Astro/Astrophoto/stacks/M 13_sub/Light_M 13_30.0s_IRCUT_20260422-222324.fit","566 files grouped | Gap ≤ 30 min"
"2026-04-24","Messier 100 - Coma Berenices Spiral Galaxy","Galaxy (Active Galactic Nucleus)","M 100","30","242 / 7260","IRCUT","200","186.100005","15.598889","S30 Pro","D:/Astro/Astrophoto/stacks/M 100_sub/Light_M 100_30.0s_IRCUT_20260423-210004.fit","242 files grouped | Gap ≤ 30 min"
"2026-04-25","Messier 99 - Coma Pinwheel Galaxy","Other","M 99","30","164 / 4920","IRCUT","200","185.050005","14.226944","S30 Pro","D:/Astro/Astrophoto/stacks/M 99_sub/Light_M 99_30.0s_IRCUT_20260424-214348.fit","164 files grouped | Gap ≤ 30 min"
"2026-04-27","Messier 3 - Canes Venatici Globular Cluster","Star Cluster (Globular cluster)","M 3","30","174 / 5220","IRCUT","200","205.86666","28.180556","S30 Pro","D:/Astro/Astrophoto/stacks/M 3_sub/Light_M 3_30.0s_IRCUT_20260426-210141.fit","174 files grouped | Gap ≤ 30 min"
"2026-04-30","NGC 5907 - Knife Edge Galaxy","Galaxy (Giant elliptical galaxy)","NGC 5907","30","321 / 9630","IRCUT","200","229.16667","56.221389","S30 Pro","D:/Astro/Astrophoto/stacks/NGC 5907_sub/Light_NGC 5907_30.0s_IRCUT_20260429-211051.fit","321 files grouped | Gap ≤ 30 min"
